date_obj,Iron%20platebody%20(g) price
2017-01-21,373227
2017-01-22,376127
2017-01-27,397983
2017-01-28,399451
2017-01-29,398879
2017-01-30,403747
2017-01-31,408793
2017-02-01,414991
2017-02-02,411440
2017-02-03,414007
2017-02-04,421430
2017-02-05,427136
2017-02-06,435626
2017-02-07,432380
2017-02-08,439312
2017-02-09,439312
2017-02-10,455218
2017-02-11,459499
2017-02-12,466435
2017-02-13,470969
2017-02-14,475310
2017-02-15,472181
2017-02-16,475899
2017-02-18,473486
2017-02-19,481719
2017-02-20,486154
2017-02-21,486137
2017-02-22,478823
2017-02-23,473765
2017-02-24,477206
2017-02-25,469379
2017-02-26,459188
2017-02-27,447440
2017-02-28,438443
2017-03-01,439126
2017-03-02,442824
2017-03-03,435619
2017-03-04,437684
2017-03-05,436531
2017-03-06,434823
2017-03-07,427762
2017-03-08,422099
2017-03-09,426534
2017-03-10,425327
2017-03-11,425957
2017-03-12,431711
2017-03-13,438098
2017-03-14,434768
2017-03-15,438763
2017-03-16,436535
2017-03-17,434451
2017-03-18,436643
2017-03-19,434098
2017-03-20,434805
2017-03-21,433586
2017-03-22,431371
2017-03-23,434971
2017-03-24,433666
2017-03-25,434337
2017-03-26,437751
2017-03-27,436844
2017-03-28,438457
2017-03-29,438329
2017-03-30,433382
2017-03-31,435740
2017-04-01,436934
2017-04-02,436814
2017-04-03,439149
2017-04-04,438816
2017-04-12,435726
2017-04-13,436952
2017-04-14,435946
2017-04-15,433226
2017-04-16,436476
2017-04-17,436937
2017-04-18,438581
2017-04-19,437123
2017-04-20,439452
2017-04-21,434312
2017-04-22,438931
2017-04-23,439343
2017-04-24,438532
2017-04-25,439977
2017-04-26,439977
2017-04-27,437087
2017-04-28,436759
2017-04-29,438131
2017-04-30,437916
2017-05-01,437087
2017-05-02,438741
2017-05-03,441815
2017-05-04,446619
2017-05-05,449939
2017-05-06,448731
2017-05-07,441396
2017-05-08,439023
2017-05-09,438159
2017-05-10,436326
2017-05-11,435613
2017-05-12,432632
2017-05-13,428589
2017-05-14,426951
2017-05-15,431375
2017-05-16,432542
2017-05-17,434586
2017-05-18,434942
2017-05-19,434942
2017-05-20,431846
2017-05-21,431846
2017-05-22,431745
2017-05-23,424486
2017-05-24,432831
2017-05-25,431978
2017-05-26,428246
2017-05-27,427384
2017-05-28,427697
2017-05-29,429303
2017-05-30,428059
2017-05-31,430861
2017-06-01,434938
2017-06-02,437532
2017-06-03,431901
2017-06-04,434988
2017-06-06,431670
2017-06-07,431850
2017-06-08,431850
2017-06-09,430230
2017-06-10,429739
2017-06-11,430204
2017-06-12,436281
2017-06-13,433450
2017-06-14,437803
2017-06-15,434399
2017-06-16,435541
2017-06-17,436210
2017-06-18,439176
2017-06-19,439176
2017-06-20,441297
2017-06-21,438870
2017-06-22,438101
2017-06-23,440686
2017-06-24,437604
2017-06-25,430055
2017-06-26,430788
2017-06-27,433582
2017-06-28,436403
2017-06-29,431182
2017-06-30,443654
2017-07-01,443654
2017-07-02,443745
2017-07-03,441163
2017-07-04,437669
2017-07-05,437669
2017-07-06,442526
2017-07-07,442526
2017-07-08,446034
2017-07-13,452699
2017-07-14,453892
2017-07-15,453892
2017-07-16,455793
2017-07-17,455266
2017-07-18,461099
2017-07-19,464232
2017-07-20,474659
2017-07-21,466722
2017-07-22,463786
2017-07-23,458394
2017-07-24,460849
2017-07-25,464421
2017-07-26,467204
2017-07-27,465340
2017-07-28,461397
2017-07-29,458944
2017-07-30,464816
2017-07-31,464816
2017-08-01,467174
2017-08-02,473948
2017-08-03,490241
2017-08-04,487121
2017-08-05,495978
2017-08-06,497923
2017-08-09,483189
2017-08-10,485368
2017-08-11,485586
2017-08-12,486265
2017-08-13,489026
2017-08-14,485245
2017-08-15,484291
2017-08-16,483517
2017-08-17,490498
2017-08-18,490498
2017-08-19,488290
2017-08-20,486734
2017-08-21,485244
2017-08-22,482884
2017-08-23,485221
2017-08-24,484563
2017-08-25,480382
2017-08-26,475312
2017-08-27,474617
2017-08-28,482398
2017-08-29,482398
2017-08-30,478026
2017-08-31,476401
2017-09-01,476401
2017-09-02,469398
2017-09-03,469398
2017-09-04,477984
2017-09-05,478967
2017-09-06,485401
2017-09-07,490740
2017-09-08,490929
2017-09-09,508517
2017-09-10,530000
2017-09-11,548487
2017-09-12,543299
2017-09-13,545979
2017-09-14,552454
2017-09-15,552454
2017-09-16,562954
2017-09-17,567848
2017-09-19,571446
2017-09-20,576853
2017-09-21,573993
2017-09-22,577878
2017-09-23,583996
2017-09-24,576921
2017-09-25,573043
2017-09-26,579531
2017-09-27,588530
2017-09-28,592447
2017-09-29,594200
2017-09-30,602339
2017-10-01,604131
2017-10-02,600608
2017-10-03,597858
2017-10-04,597858
2017-10-05,600922
2017-10-06,596407
2017-10-07,594949
2017-10-08,581312
2017-10-09,570734
2017-10-10,573094
2017-10-11,573094
2017-10-12,581020
2017-10-13,592631
2017-10-14,603751
2017-10-15,603751
2017-10-16,603518
2017-10-17,603518
2017-10-18,594321
2017-10-19,587143
2017-10-20,574359
2017-10-21,566559
2017-10-22,571258
2017-10-23,567018
2017-10-24,569894
2017-10-25,555519
2017-10-26,539053
2017-10-27,530196
2017-10-28,530196
2017-10-29,525108
2017-10-30,518766
2017-10-31,520649
2017-11-01,520649
2017-11-02,522610
2017-11-03,518017
2017-11-04,504510
2017-11-05,485085
2017-11-06,478665
2017-11-07,485158
2017-11-08,486526
2017-11-09,481932
2017-11-10,481932
2017-11-11,475881
2017-11-12,477619
2017-11-13,479654
2017-11-14,486717
2017-11-15,495591
2017-11-16,498878
2017-11-17,503621
2017-11-18,503621
2017-11-19,506038
2017-11-20,507796
2017-11-21,509087
2017-11-22,509087
2017-11-23,512693
2017-11-24,514490
2017-11-25,505485
2017-11-26,504040
2017-11-27,504040
2017-11-28,499939
2017-11-29,508093
2017-11-30,508093
2017-12-01,514107
2017-12-02,516451
2017-12-03,515295
2017-12-04,516846
2017-12-05,524751
2017-12-06,534095
2017-12-07,536958
2017-12-08,536958
2017-12-09,541166
2017-12-10,527685
2017-12-11,532888
2017-12-12,539052
2017-12-13,542866
2017-12-14,527890
2017-12-15,511423
2017-12-16,511423
2017-12-17,512938
2017-12-18,512619
2017-12-19,507293
2017-12-20,511349
2017-12-21,515428
2017-12-22,517786
2017-12-23,515309
2017-12-24,516294
2017-12-25,513421
2017-12-26,517682
2017-12-27,522111
2017-12-28,522520
2017-12-29,521252
2017-12-30,524557
2017-12-31,537123
2018-01-01,537142
2018-01-02,535964
2018-01-03,518762
2018-01-04,515283
2018-01-05,505979
2018-01-06,491567
2018-01-07,477213
2018-01-08,473997
2018-01-09,477094
2018-01-10,477094
2018-01-11,495809
2018-01-12,509184
2018-01-13,514534
2018-01-14,503578
2018-01-15,496278
2018-01-16,493778
2018-01-17,503851
2018-01-18,506648
2018-01-19,506648
2018-01-20,510076
2018-01-21,509545
2018-01-22,513309
2018-01-23,512273
2018-01-25,514117
2018-01-26,513061
2018-01-27,508372
2018-01-28,516856
2018-01-29,514629
2018-01-30,516167
2018-01-31,515866
2018-02-01,507305
2018-02-02,505184
2018-02-03,505859
2018-02-04,502764
2018-02-05,510847
2018-02-06,518052
2018-02-07,514836
2018-02-08,514836
2018-02-09,512268
2018-02-10,512268
2018-02-11,507212
2018-02-12,502022
2018-02-13,504979
2018-02-14,505336
2018-02-15,501796
2018-02-16,502427
2018-02-17,503876
2018-02-18,500570
2018-02-19,495497
2018-02-20,489423
2018-02-21,485470
2018-02-22,495312
2018-02-23,503563
2018-02-24,503563
2018-02-25,513461
2018-02-26,517360
2018-02-27,518778
2018-02-28,518778
2018-03-01,522641
2018-03-02,526406
2018-03-03,539515
2018-03-04,539515
2018-03-05,552096
2018-03-06,556184
2018-03-07,551261
2018-03-08,545756
2018-03-09,539832
2018-03-10,532913
2018-03-11,521026
2018-03-12,511519
2018-03-13,504897
2018-03-14,507557
2018-03-15,513930
2018-03-16,518523
2018-03-17,527200
2018-03-18,536267
2018-03-19,536267
2018-03-20,540632
2018-03-21,540632
2018-03-23,541449
2018-03-24,538837
2018-03-25,535992
2018-03-26,536208
2018-03-27,534961
2018-03-28,534961
2018-03-29,534138
2018-03-30,536890
2018-03-31,544118
2018-04-01,545110
2018-04-02,554789
2018-04-03,557163
2018-04-04,558179
2018-04-05,558179
2018-04-06,556755
2018-04-07,556755
2018-04-08,548425
2018-04-09,540988
2018-04-10,543451
2018-04-11,542566
2018-04-12,541955
2018-04-13,541955
2018-04-14,539517
2018-04-15,538478
2018-04-16,538478
2018-04-17,532822
2018-04-18,532822
2018-04-19,540715
2018-04-20,550565
2018-04-21,555264
2018-04-22,555264
2018-04-23,564569
2018-04-24,570984
2018-04-25,575481
2018-04-26,575481
2018-04-27,574622
2018-04-28,570700
2018-04-29,571612
2018-04-30,576808
2018-05-01,591094
2018-05-04,614751
2018-05-05,623766
2018-05-06,623766
2018-05-07,637062
2018-05-08,656416
2018-05-09,666788
2018-05-10,669007
2018-05-11,681076
2018-05-12,684365
2018-05-13,684365
2018-05-14,673531
2018-05-15,652580
2018-05-16,650486
2018-05-17,652829
2018-05-18,655536
2018-05-19,648111
2018-05-20,633603
2018-05-21,629757
2018-05-22,629757
2018-05-23,624574
2018-05-24,618683
2018-05-25,627937
2018-05-26,639173
2018-05-27,639173
2018-05-28,642637
2018-05-29,651599
2018-05-30,648418
2018-05-31,643525
2018-06-01,635887
2018-06-02,633824
2018-06-03,630564
2018-06-04,626762
2018-06-05,620136
2018-06-06,620369
2018-06-07,620369
2018-06-08,616193
2018-06-09,616193
2018-06-10,611458
2018-06-11,611458
2018-06-12,608570
2018-06-13,594415
2018-06-14,587621
2018-06-15,579823
2018-06-16,572894
2018-06-17,568539
2018-06-18,568304
2018-06-19,573647
2018-06-20,573647
2018-06-21,579805
2018-06-22,583722
2018-06-23,583722
2018-06-24,582266
2018-06-25,577307
2018-06-26,576041
2018-06-27,576041
2018-06-28,587980
2018-06-29,594167
2018-06-30,589618
2018-07-01,579377
2018-07-02,579377
2018-07-03,576403
2018-07-04,581808
2018-07-05,581808
2018-07-06,589308
2018-07-07,600266
2018-07-08,600588
2018-07-09,597916
2018-07-10,595067
2018-07-11,584942
2018-07-12,584942
2018-07-13,559888
2018-07-14,548625
2018-07-15,550526
2018-07-16,555107
2018-07-17,563845
2018-07-18,572333
2018-07-19,585426
2018-07-20,590912
2018-07-21,589747
2018-07-22,593816
2018-07-23,595546
2018-07-24,599158
2018-07-25,595048
2018-07-26,584116
2018-07-27,583659
2018-07-28,583659
2018-07-29,576042
2018-07-30,571861
2018-07-31,576151
2018-08-01,576151
2018-08-02,574152
2018-08-03,573244
2018-08-04,570128
2018-08-05,572725
2018-08-06,564826
2018-08-07,563565
2018-08-08,564277
2018-08-09,564277
2018-08-10,576187
2018-08-11,590237
2018-08-12,600777
2018-08-14,587264
2018-08-16,572665
2018-08-17,567803
2018-08-18,568129
2018-08-19,568429
2018-08-20,567406
2018-08-21,567406
2018-08-22,569717
2018-08-23,574100
2018-08-24,579596
2018-08-25,589975
2018-08-26,588877
2018-08-27,584089
2018-08-28,582222
2018-08-29,580444
2018-08-30,594703
2018-08-31,603675
2018-09-01,599436
2018-09-02,606729
2018-09-03,613529
2018-09-04,625041
2018-09-05,633274
2018-09-06,633274
2018-09-07,638298
2018-09-08,642978
2018-09-09,636288
2018-09-10,630190
2018-09-11,630190
2018-09-12,629089
2018-09-13,642125
2018-09-14,654490
2018-09-15,672646
2018-09-16,661699
2018-09-17,666205
2018-09-18,663767
2018-09-19,664388
2018-09-20,658142
2018-09-21,649943
2018-09-22,640217
2018-09-23,638272
2018-09-24,639814
2018-09-25,639814
2018-09-26,631972
2018-09-27,631972
2018-09-28,621184
2018-09-29,613365
2018-09-30,610163
2018-10-02,606721
2018-10-03,611236
2018-10-04,619012
2018-10-05,615505
2018-10-06,615303
2018-10-07,624406
2018-10-08,612752
2018-10-09,611069
2018-10-10,610626
2018-10-11,622347
2018-10-12,622347
2018-10-13,626513
2018-10-14,616472
2018-10-15,612587
2018-10-16,617197
2018-10-17,620038
2018-10-18,621198
2018-10-19,623750
2018-10-20,623750
2018-10-21,621142
2018-10-22,630263
2018-10-23,630263
2018-10-24,638610
2018-10-25,650287
2018-10-26,649484
2018-10-27,648731
2018-10-28,638833
2018-10-29,621509
2018-10-30,620277
2018-10-31,631863
2018-11-01,656655
2018-11-03,699140
2018-11-04,728670
2018-11-05,765104
2018-11-06,803360
2018-11-07,843528
2018-11-08,885705
2018-11-09,929991
2018-11-10,976491
2018-11-11,1025316
2018-11-12,1076582
2018-11-13,1130412
2018-11-14,1186933
2018-11-15,1246280
2018-11-16,1306637
2018-11-17,1348282
2018-11-18,1378613
2018-11-19,1376511
2018-11-20,1371394
2018-11-21,1365419
2018-11-22,1367649
2018-11-23,1357662
2018-11-24,1297262
2018-11-25,1232753
2018-11-26,1171115
2018-11-27,1128176
2018-11-28,1084695
2018-11-29,1040452
2018-12-01,952355
2018-12-02,922330
2018-12-03,899925
2018-12-04,870362
2018-12-05,842740
2018-12-07,798533
2018-12-09,759559
2018-12-10,753410
2018-12-11,756048
2018-12-12,758472
2018-12-13,746032
2018-12-14,728849
2018-12-15,708965
2018-12-16,705010
2018-12-17,719517
2018-12-18,722083
2018-12-19,718755
2018-12-20,701183
2018-12-21,687163
2018-12-22,684365
2018-12-23,676134
2018-12-24,675711
2018-12-25,671750
2018-12-26,683459
2018-12-27,692614
2018-12-28,689627
2018-12-29,687726
2018-12-30,686621
2018-12-31,687940
2019-01-01,683804
2019-01-02,680639
2019-01-03,671866
2019-01-04,661079
2019-01-05,654524
2019-01-06,655571
2019-01-08,655615
2019-01-10,648577
2019-01-11,655275
2019-01-12,657634
2019-01-13,656700
2019-01-14,670696
2019-01-15,667154
2019-01-16,655495
2019-01-17,643758
2019-01-18,619909
2019-01-19,604152
2019-01-20,603037
2019-01-21,591834
2019-01-22,599756
2019-01-23,589199
2019-01-25,575044
2019-01-26,572791
2019-01-27,569516
2019-01-28,565016
2019-01-29,559978
2019-01-30,556886
2019-01-31,554432
2019-02-01,553060
2019-02-02,542163
2019-02-03,530083
2019-02-04,521177
2019-02-05,514766
2019-02-06,510835
2019-02-07,502752
2019-02-08,491400
2019-02-09,476994
2019-02-10,458096
2019-02-11,442282
2019-02-12,431344
2019-02-13,421359
2019-02-14,420726
2019-02-15,427492
2019-02-16,418724
2019-02-17,416656
2019-02-18,416751
2019-02-19,419524
2019-02-20,423137
2019-02-21,439404
2019-02-22,445638
2019-02-23,437484
2019-02-24,438321
2019-02-25,437468
2019-02-26,435012
2019-02-27,435976
2019-02-28,438057
2019-03-01,439792
2019-03-02,438745
2019-03-03,437262
2019-03-04,432618
2019-03-05,431124
2019-03-06,431050
2019-03-07,431398
2019-03-08,432231
2019-03-09,431881
2019-03-10,433003
2019-03-11,431572
2019-03-12,430122
2019-03-13,428827
2019-03-14,425226
2019-03-15,422990
2019-03-16,427568
2019-03-17,431737
2019-03-18,440498
2019-03-19,444821
2019-03-20,455984
2019-03-21,462350
2019-03-22,466807
2019-03-23,473774
2019-03-24,481961
2019-03-25,483454
2019-03-26,485627
2019-03-27,486388
2019-03-28,486172
2019-03-29,491174
2019-03-30,491174
