date_obj,Berserker%20ring price
2015-08-17,3419606
2015-08-18,3431412
2015-08-19,3422685
2015-08-20,3420840
2015-08-21,3431301
2015-08-22,3435130
2015-08-23,3534458
2015-08-24,3570144
2015-08-25,3558714
2015-08-26,3539209
2015-08-27,3520774
2015-08-28,3537883
2015-08-29,3621247
2015-08-30,3654398
2015-08-31,3584618
2015-09-01,3566896
2015-09-02,3534036
2015-09-03,3523311
2015-09-04,3513223
2015-09-05,3500166
2015-09-06,3474501
2015-09-07,3438589
2015-09-08,3397722
2015-09-09,3334076
2015-09-10,3255127
2015-09-11,3120167
2015-09-12,3084892
2015-09-13,3080548
2015-09-14,3047683
2015-09-15,3041419
2015-09-16,3044740
2015-09-17,3044033
2015-09-18,3113792
2015-09-19,3138297
2015-09-20,3120255
2015-09-21,3119323
2015-09-22,3096205
2015-09-23,3048784
2015-09-24,3021155
2015-09-25,2999754
2015-09-27,2961988
2015-09-28,2953689
2015-09-29,2908709
2015-09-30,2848124
2015-10-05,2898934
2015-10-06,2893630
2015-10-07,2926592
2015-10-08,2936161
2015-10-09,2940304
2015-10-10,2946722
2015-10-11,2934323
2015-10-12,2881443
2015-10-13,2893861
2015-10-14,2877344
2015-10-15,2872730
2015-10-16,2893889
2015-10-17,2898170
2015-10-18,2904224
2015-10-19,2906064
2015-10-20,2887876
2015-10-22,2914286
2015-10-23,2915707
2015-10-24,2962438
2015-10-25,3049192
2015-10-26,3012737
2015-10-27,3018299
2015-10-28,3119692
2015-10-29,3158571
2015-10-30,3167366
2015-10-31,3231784
2015-11-01,3210180
2015-11-02,3201651
2015-11-03,3192345
2015-11-04,3154265
2015-11-05,3109255
2015-11-06,3041653
2015-11-07,3007086
2015-11-08,2961587
2015-11-09,2951604
2015-11-10,2969403
2015-11-11,2948395
2015-11-12,2929355
2015-11-13,2921511
2015-11-14,2925012
2015-11-15,2937787
2015-11-16,2921695
2015-11-17,2931038
2015-11-18,2953536
2015-11-19,2989995
2015-11-20,3051791
2015-11-21,3088429
2015-11-22,3124519
2015-11-23,3121968
2015-11-24,3148673
2015-11-25,3194700
2015-11-26,3200321
2015-11-27,3232641
2015-11-28,3280454
2015-11-29,3315179
2015-11-30,3359098
2015-12-01,3394651
2015-12-02,3444926
2015-12-03,3484590
2015-12-04,3486062
2015-12-05,3552675
2015-12-06,3540827
2015-12-07,3537458
2015-12-08,3520746
2015-12-09,3491766
2015-12-10,3494013
2015-12-11,3503391
2015-12-12,3509459
2015-12-13,3528986
2015-12-14,3550695
2015-12-15,3573422
2015-12-16,3558441
2015-12-17,3571410
2015-12-18,3634578
2015-12-19,3678299
2015-12-20,3732827
2015-12-21,3760922
2015-12-22,3762559
2015-12-23,3763355
2015-12-24,3826913
2015-12-25,3863483
2015-12-26,3903229
2015-12-27,3937741
2015-12-28,3923122
2015-12-29,3902679
2015-12-30,3867238
2015-12-31,3863375
2016-01-01,3853417
2016-01-02,3877952
2016-01-03,3831103
2016-01-04,3813420
2016-01-05,3784861
2016-01-06,3761080
2016-01-07,3679719
2016-01-08,3664872
2016-01-09,3710227
2016-01-10,3764594
2016-01-11,3757602
2016-01-12,3806662
2016-01-13,3816574
2016-01-14,3826412
2016-01-15,3915112
2016-01-16,4046239
2016-01-17,4041695
2016-01-18,4000035
2016-01-19,3956127
2016-01-20,3895659
2016-01-21,3850100
2016-01-22,3876223
2016-01-23,3893649
2016-01-24,3904734
2016-01-25,3871654
2016-01-26,3845799
2016-01-27,3847741
2016-01-28,3840522
2016-01-29,3827314
2016-01-30,3856575
2016-01-31,3889185
2016-02-01,3923141
2016-02-02,3937144
2016-02-03,3951907
2016-02-04,3922476
2016-02-05,3919917
2016-02-06,3971025
2016-02-07,4018034
2016-02-08,4055745
2016-02-09,4044642
2016-02-10,4048078
2016-02-11,4048365
2016-02-12,4068533
2016-02-13,4125604
2016-02-14,4122594
2016-02-15,4075614
2016-02-16,4040268
2016-02-17,4010516
2016-02-18,3930040
2016-02-19,3890967
2016-02-20,3886012
2016-02-21,3910200
2016-02-22,3867776
2016-02-23,3862168
2016-02-24,3834744
2016-02-25,3845812
2016-02-26,3888769
2016-02-27,3898134
2016-02-28,3900628
2016-02-29,3909779
2016-03-01,3957933
2016-03-02,3977603
2016-03-03,3973089
2016-03-04,3978769
2016-03-05,3998971
2016-03-06,4012253
2016-03-07,4015859
2016-03-08,4008035
2016-03-09,3988498
2016-03-10,3993450
2016-03-11,4029610
2016-03-12,4110939
2016-03-13,4136892
2016-03-14,4117443
2016-03-15,4109860
2016-03-16,4085711
2016-03-17,4061995
2016-03-18,4098339
2016-03-19,4085274
2016-03-20,4065988
2016-03-21,4048053
2016-03-22,4024386
2016-03-23,4003290
2016-03-24,4010268
2016-03-25,4001884
2016-03-26,3989837
2016-03-27,3991382
2016-03-28,3981782
2016-03-29,3914050
2016-03-30,3785549
2016-03-31,3726407
2016-04-01,3755812
2016-04-02,3815820
2016-04-03,3854458
2016-04-04,3981768
2016-04-05,4063086
2016-04-06,4174980
2016-04-07,4138518
2016-04-08,4122585
2016-04-09,4110389
2016-04-10,4014687
2016-04-11,3977465
2016-04-12,3901566
2016-04-13,3872651
2016-04-14,3841203
2016-04-15,3908257
2016-04-16,3918768
2016-04-17,3957026
2016-04-18,3956487
2016-04-19,3948975
2016-04-20,3951266
2016-04-21,3969218
2016-04-22,3990469
2016-04-23,3978425
2016-04-24,4044379
2016-04-25,4079924
2016-04-26,4097195
2016-04-27,4062954
2016-04-28,4067007
2016-04-29,4052956
2016-04-30,4040813
2016-05-01,4040906
2016-05-02,3962166
2016-05-03,3916569
2016-05-04,3900554
2016-05-05,3881752
2016-05-06,3884605
2016-05-07,3867647
2016-05-08,3857274
2016-05-09,3837717
2016-05-10,3842491
2016-05-11,3846948
2016-05-12,3865620
2016-05-13,3918680
2016-05-14,3972236
2016-05-15,3978794
2016-05-16,4077355
2016-05-17,4138871
2016-05-18,4147242
2016-05-19,4271934
2016-05-22,4401811
2016-05-23,4418940
2016-05-24,4545372
2016-05-25,4398797
2016-05-26,4318496
2016-05-27,4299784
2016-05-28,4323237
2016-05-29,4283606
2016-05-30,4255818
2016-05-31,4198237
2016-06-01,4176779
2016-06-02,4173560
2016-06-03,4158487
2016-06-04,4079841
2016-06-05,4089583
2016-06-06,4122621
2016-06-07,4149560
2016-06-08,4156221
2016-06-09,4153084
2016-06-10,4156441
2016-06-11,4187827
2016-06-12,4228057
2016-06-13,4238441
2016-06-14,4178742
2016-06-15,4161082
2016-06-16,4138801
2016-06-17,4120723
2016-06-18,4156438
2016-06-19,4128146
2016-06-20,4097698
2016-06-21,4106220
2016-06-22,4093561
2016-06-23,4187862
2016-06-24,4181105
2016-06-25,4262026
2016-06-26,4417503
2016-06-27,4367671
2016-06-28,4355977
2016-06-29,4329152
2016-06-30,4329172
2016-07-01,4416421
2016-07-02,4451447
2016-07-03,4487451
2016-07-04,4645498
2016-07-05,4633087
2016-07-06,4518694
2016-07-07,4486364
2016-07-08,4460755
2016-07-09,4460584
2016-07-10,4492226
2016-07-11,4479509
2016-07-12,4473041
2016-07-13,4451245
2016-07-14,4433776
2016-07-15,4588440
2016-07-16,4708282
2016-07-17,4643484
2016-07-18,4638925
2016-07-23,4421221
2016-07-24,4403919
2016-07-25,4338264
2016-07-26,4341967
2016-07-27,4334428
2016-07-28,4358510
2016-07-29,4360883
2016-07-30,4350989
2016-07-31,4350273
2016-08-01,4351530
2016-08-02,4364016
2016-08-03,4363432
2016-08-04,4364075
2016-08-05,4335805
2016-08-06,4318451
2016-08-07,4275339
2016-08-08,4160238
2016-08-09,4064484
2016-08-10,4037049
2016-08-11,4018675
2016-08-12,3998022
2016-08-13,3965462
2016-08-14,3952404
2016-08-15,3931290
2016-08-16,3899810
2016-08-17,3838379
2016-08-18,3666865
2016-08-19,3517426
2016-08-20,3531110
2016-08-21,3533193
2016-08-22,3532688
2016-08-23,3492253
2016-08-24,3418548
2016-08-25,3315011
2016-08-26,3438682
2016-08-28,3591587
2016-08-31,3848850
2016-09-01,3885971
2016-09-02,3896796
2016-09-03,3914144
2016-09-04,3909817
2016-09-05,3895803
2016-09-06,3872856
2016-09-07,3847169
2016-09-08,3787424
2016-09-09,3755022
2016-09-10,3733399
2016-09-11,3723896
2016-09-12,3699478
2016-09-13,3673208
2016-09-14,3670845
2016-09-15,3749249
2016-09-16,3801934
2016-09-17,3831640
2016-09-18,3964699
2016-09-19,4096604
2016-09-20,4084607
2016-09-21,4046999
2016-09-22,3928503
2016-09-23,3839749
2016-09-24,3832041
2016-09-25,3800072
2016-09-26,3681125
2016-09-27,3697615
2016-09-28,3581757
2016-09-29,3550007
2016-09-30,3612625
2016-10-01,3709459
2016-10-02,3699154
2016-10-03,3695520
2016-10-04,3695645
2016-10-05,3702261
2016-10-06,3721578
2016-10-07,3756536
2016-10-08,3846620
2016-10-09,3856354
2016-10-10,3826680
2016-10-11,3802983
2016-10-12,3833616
2016-10-13,3843501
2016-10-14,3886308
2016-10-15,3921391
2016-10-16,3952874
2016-10-17,3969472
2016-10-18,3984709
2016-10-19,4008186
2016-10-20,4035107
2016-10-21,4027537
2016-10-22,4030171
2016-10-23,4002463
2016-10-24,3990896
2016-10-25,3992819
2016-10-26,4025936
2016-10-27,4054724
2016-10-28,4004191
2016-10-29,3985391
2016-10-30,3959932
2016-10-31,3951593
2016-11-01,3999935
2016-11-02,4020999
2016-11-03,4040059
2016-11-04,4042510
2016-11-05,4021829
2016-11-06,4007497
2016-11-07,3971667
2016-11-08,3945130
2016-11-09,3870003
2016-11-10,3754720
2016-11-11,3625358
2016-11-12,3631871
2016-11-13,3700692
2016-11-14,3729642
2016-11-15,3727832
2016-12-07,4077878
2016-12-08,4101397
2016-12-09,4123097
2016-12-10,4127089
2016-12-11,4078539
2016-12-12,4038287
2016-12-13,4018705
2016-12-14,4039285
2016-12-15,4084908
2016-12-16,4072452
2016-12-17,4082509
2016-12-18,4150102
2016-12-19,4135942
2016-12-20,4151716
2016-12-21,4164668
2016-12-22,4174274
2016-12-23,4246607
2016-12-24,4258271
2016-12-25,4326475
2016-12-26,4397698
2016-12-27,4366462
2016-12-28,4339302
2016-12-29,4337740
2016-12-30,4387616
2016-12-31,4361116
2017-01-01,4377771
2017-01-02,4399644
2017-01-03,4323605
2017-01-04,4163703
2017-01-05,3955533
2017-01-06,3794826
2017-01-07,3633484
2017-01-08,3683047
2017-01-09,3724548
2017-01-10,3814946
2017-01-11,3855584
2017-01-12,3893663
2017-01-13,3990303
2017-01-14,4131745
2017-01-15,4117440
2017-01-16,4033814
2017-01-17,4013207
2017-01-18,4013177
2017-01-19,4000236
2017-01-20,3988632
2017-01-21,4019635
2017-01-23,4057330
2017-01-27,3898374
2017-01-28,3885565
2017-01-29,3892302
2017-01-30,3962694
2017-01-31,3991386
2017-02-01,3987456
2017-02-02,3922745
2017-02-03,3950949
2017-02-04,3992036
2017-02-05,3983144
2017-02-06,3964472
2017-02-07,3956497
2017-02-08,3940116
2017-02-09,3941924
2017-02-10,3985580
2017-02-11,4012115
2017-02-12,4054687
2017-02-13,4060992
2017-02-14,4049805
2017-02-15,4003106
2017-02-16,3940040
2017-02-18,3783196
2017-02-19,3603039
2017-02-20,3422915
2017-02-21,3252988
2017-02-22,3240403
2017-02-23,3180629
2017-02-24,3087107
2017-02-25,3064237
2017-02-26,3157250
2017-02-27,3193820
2017-02-28,3198293
2017-03-01,3145365
2017-03-02,3119914
2017-03-03,3120275
2017-03-04,3114779
2017-03-05,3123954
2017-03-06,3105183
2017-03-07,3089058
2017-03-08,3064116
2017-03-09,3015914
2017-03-10,2950770
2017-03-11,2850631
2017-03-12,2728068
2017-03-13,2642940
2017-03-14,2600100
2017-03-15,2564213
2017-03-16,2551309
2017-03-17,2570807
2017-03-18,2683878
2017-03-19,2656550
2017-03-20,2632124
2017-03-21,2615880
2017-03-22,2603783
2017-03-23,2663830
2017-03-24,2760210
2017-03-25,2765637
2017-03-26,2735998
2017-03-27,2717905
2017-03-28,2689124
2017-03-29,2694872
2017-03-30,2702871
2017-03-31,2703803
2017-04-01,2721399
2017-04-02,2720515
2017-04-03,2714846
2017-04-04,2718806
2017-04-12,2669042
2017-04-13,2733335
2017-04-14,2793102
2017-04-15,2849045
2017-04-16,2895133
2017-04-17,2865405
2017-04-18,2850328
2017-04-19,2876027
2017-04-20,2879738
2017-04-21,2908695
2017-04-22,2924916
2017-04-23,2908200
2017-04-24,2888829
2017-04-25,2885302
2017-04-26,2891983
2017-04-27,2896354
2017-04-28,2910430
2017-04-29,2883908
2017-04-30,2865460
2017-05-01,2848612
2017-05-02,2826562
2017-05-03,2804153
2017-05-04,2821275
2017-05-05,2815620
2017-05-06,2837504
2017-05-07,2847419
2017-05-08,2853798
2017-05-09,2823991
2017-05-10,2769473
2017-05-11,2704134
2017-05-12,2668837
2017-05-13,2662357
2017-05-14,2654069
2017-05-15,2640705
2017-05-16,2597668
2017-05-17,2555727
2017-05-18,2526019
2017-05-19,2548914
2017-05-20,2583133
2017-05-21,2615888
2017-05-22,2585404
2017-05-23,2555981
2017-05-24,2510046
2017-05-25,2403654
2017-05-26,2450895
2017-05-27,2494635
2017-05-28,2578018
2017-05-29,2669925
2017-05-30,2724895
2017-05-31,2726317
2017-06-01,2711751
2017-06-02,2678062
2017-06-03,2686384
2017-06-04,2756025
2017-06-05,2789600
2017-06-06,2884117
2017-06-07,2830128
2017-06-08,2812202
2017-06-09,2764535
2017-06-10,2676797
2017-06-11,2548602
2017-06-12,2421304
2017-06-13,2345624
2017-06-14,2435179
2017-06-15,2484892
2017-06-16,2520105
2017-06-17,2556797
2017-06-18,2560630
2017-06-19,2599149
2017-06-20,2617458
2017-06-21,2583702
2017-06-22,2580824
2017-06-23,2564730
2017-06-24,2563368
2017-06-25,2566641
2017-06-26,2528987
2017-06-27,2520722
2017-06-28,2514517
2017-06-29,2519288
2017-06-30,2502662
2017-07-01,2483121
2017-07-02,2477458
2017-07-03,2474218
2017-07-04,2458682
2017-07-05,2455037
2017-07-06,2411110
2017-07-07,2434726
2017-07-08,2423311
2017-07-13,2314176
2017-07-14,2313457
2017-07-15,2319870
2017-07-16,2423718
2017-07-17,2461226
2017-07-18,2487452
2017-07-19,2528073
2017-07-20,2585786
2017-07-21,2643183
2017-07-22,2729252
2017-07-23,2777348
2017-07-24,2776151
2017-07-25,2814157
2017-07-26,2793800
2017-07-27,2772718
2017-07-28,2757709
2017-07-29,2750568
2017-07-30,2733071
2017-07-31,2733475
2017-08-01,2733398
2017-08-02,2730349
2017-08-03,2756405
2017-08-04,2782230
2017-08-05,2808498
2017-08-06,2801191
2017-08-07,2780604
2017-08-08,2747702
2017-08-09,2699578
2017-08-10,2662689
2017-08-11,2642660
2017-08-12,2627936
2017-08-13,2617056
2017-08-14,2601152
2017-08-15,2604931
2017-08-16,2598528
2017-08-17,2598070
2017-08-18,2611711
2017-08-19,2614239
2017-08-20,2669418
2017-08-21,2631004
2017-08-22,2598556
2017-08-23,2582645
2017-08-24,2566305
2017-08-25,2559361
2017-08-26,2583623
2017-08-27,2538904
2017-08-28,2523926
2017-08-29,2505008
2017-08-30,2485871
2017-08-31,2471196
2017-09-01,2477553
2017-09-02,2486328
2017-09-03,2486292
2017-09-04,2507267
2017-09-05,2501301
2017-09-06,2482125
2017-09-07,2483493
2017-09-08,2517518
2017-09-09,2553267
2017-09-10,2572364
2017-09-11,2569641
2017-09-12,2552610
2017-09-13,2543482
2017-09-14,2536190
2017-09-15,2545757
2017-09-16,2576158
2017-09-17,2618312
2017-09-18,2634879
2017-09-19,2736399
2017-09-20,2731760
2017-09-22,2734528
2017-09-23,2726463
2017-09-24,2724709
2017-09-25,2708473
2017-09-26,2660125
2017-09-27,2641480
2017-09-28,2599397
2017-09-29,2593117
2017-09-30,2615141
2017-10-01,2619975
2017-10-02,2599666
2017-10-03,2578142
2017-10-04,2561413
2017-10-05,2539024
2017-10-06,2521223
2017-10-07,2521376
2017-10-08,2504230
2017-10-09,2475695
2017-10-10,2461442
2017-10-11,2449735
2017-10-12,2454559
2017-10-13,2503623
2017-10-14,2595904
2017-10-15,2585899
2017-10-16,2604629
2017-10-17,2625364
2017-10-18,2606367
2017-10-19,2578950
2017-10-20,2607151
2017-10-21,2600900
2017-10-22,2549554
2017-10-23,2467661
2017-10-24,2430980
2017-10-25,2414377
2017-10-26,2415974
2017-10-27,2409620
2017-10-28,2411720
2017-10-29,2415692
2017-10-30,2430678
2017-10-31,2414373
2017-11-01,2418964
2017-11-02,2421657
2017-11-03,2448919
2017-11-04,2448984
2017-11-05,2434433
2017-11-06,2423521
2017-11-07,2414629
2017-11-08,2391696
2017-11-09,2317594
2017-11-10,2299317
2017-11-11,2295319
2017-11-12,2287165
2017-11-13,2283924
2017-11-14,2283041
2017-11-15,2271812
2017-11-16,2249430
2017-11-17,2219850
2017-11-18,2192398
2017-11-19,2164392
2017-11-20,2078793
2017-11-21,2056101
2017-11-22,2106084
2017-11-23,2053644
2017-11-24,2014118
2017-11-25,2002775
2017-11-26,2018228
2017-11-27,2024227
2017-11-28,2088199
2017-11-29,2062121
2017-11-30,2073770
2017-12-01,2077806
2017-12-02,2087363
2017-12-03,2111125
2017-12-04,2157181
2017-12-05,2226353
2017-12-06,2322892
2017-12-07,2406733
2017-12-08,2372410
2017-12-09,2394107
2017-12-10,2416830
2017-12-11,2393322
2017-12-12,2339389
2017-12-13,2231720
2017-12-14,2230413
2017-12-15,2255999
2017-12-16,2270388
2017-12-17,2287316
2017-12-18,2327569
2017-12-19,2314673
2017-12-20,2332111
2017-12-21,2418563
2017-12-22,2528145
2017-12-23,2648622
2017-12-24,2645839
2017-12-25,2699196
2017-12-26,2833361
2017-12-27,2870619
2017-12-28,2946756
2017-12-29,3041096
2017-12-30,3023670
2017-12-31,2984170
2018-01-01,2930907
2018-01-02,2795893
2018-01-03,2777287
2018-01-04,2681106
2018-01-05,2613102
2018-01-06,2594817
2018-01-07,2579936
2018-01-08,2532481
2018-01-09,2634363
2018-01-10,2698323
2018-01-11,2759021
2018-01-12,2860617
2018-01-13,2816202
2018-01-14,2814170
2018-01-15,2773585
2018-01-16,2764790
2018-01-17,2813828
2018-01-18,2789871
2018-01-19,2855047
2018-01-20,2907831
2018-01-21,2971200
2018-01-22,2975059
2018-01-23,3031964
2018-01-24,3047914
2018-01-25,3043705
2018-01-26,3042415
2018-01-27,3108197
2018-01-28,3122648
2018-01-29,3085892
2018-01-30,3008285
2018-01-31,2964756
2018-02-01,2949249
2018-02-02,2941755
2018-02-03,2918234
2018-02-04,2889519
2018-02-05,2869444
2018-02-06,2861813
2018-02-07,2873633
2018-02-08,2871389
2018-02-09,2876042
2018-02-10,2871775
2018-02-11,2957602
2018-02-12,2935679
2018-02-13,2946960
2018-02-14,2993962
2018-02-15,3041120
2018-02-16,3097108
2018-02-17,3157975
2018-02-18,3179151
2018-02-19,3166815
2018-02-20,3122549
2018-02-21,3109471
2018-02-22,3139541
2018-02-23,3166717
2018-02-24,3254691
2018-02-25,3248984
2018-02-26,3175223
2018-02-27,3142665
2018-02-28,3132427
2018-03-01,3107189
2018-03-02,3070772
2018-03-03,3072201
2018-03-04,3064167
2018-03-05,3054362
2018-03-06,3017462
2018-03-07,2969826
2018-03-08,2972735
2018-03-09,2960305
2018-03-10,2951071
2018-03-11,2981271
2018-03-12,2986019
2018-03-13,3003999
2018-03-14,3070798
2018-03-15,3104579
2018-03-16,3123389
2018-03-17,3154275
2018-03-18,3195270
2018-03-19,3170939
2018-03-20,3119250
2018-03-21,3077231
2018-03-22,3068021
2018-03-23,3089128
2018-03-24,3076917
2018-03-25,3065615
2018-03-26,3072785
2018-03-27,3068822
2018-03-28,3028425
2018-03-29,3026574
2018-03-30,3037707
2018-03-31,3039051
2018-04-01,3044715
2018-04-02,3102304
2018-04-03,3095408
2018-04-04,3125882
2018-04-05,3115080
2018-04-06,3113060
2018-04-07,3128721
2018-04-08,3092776
2018-04-09,3064906
2018-04-10,3049784
2018-04-11,3032078
2018-04-12,2984991
2018-04-13,2991093
2018-04-14,2999373
2018-04-15,2987422
2018-04-16,2970983
2018-04-17,2943675
2018-04-18,2888227
2018-04-19,2862700
2018-04-20,2890012
2018-04-21,2883737
2018-04-22,2892731
2018-04-23,2894737
2018-04-24,2900668
2018-04-25,2921650
2018-04-26,2963980
2018-04-27,2960261
2018-04-28,2996584
2018-04-29,3030240
2018-04-30,3034882
2018-05-01,3025495
2018-05-02,3005234
2018-05-03,3000949
2018-05-04,2988637
2018-05-05,2981928
2018-05-06,2974708
2018-05-07,2974452
2018-05-08,2960318
2018-05-09,2925762
2018-05-10,2887459
2018-05-11,2861821
2018-05-12,2888498
2018-05-13,2891630
2018-05-14,2915074
2018-05-15,2932203
2018-05-16,2915561
2018-05-17,2893795
2018-05-18,2857942
2018-05-19,2862230
2018-05-20,2874055
2018-05-21,2876547
2018-05-22,2895787
2018-05-23,2919529
2018-05-24,2956758
2018-05-25,2986999
2018-05-26,3022646
2018-05-27,3001640
2018-05-28,2987093
2018-05-29,2966152
2018-05-30,2952857
2018-05-31,2943336
2018-06-01,2937326
2018-06-02,2930108
2018-06-03,2926859
2018-06-04,2933399
2018-06-05,2925547
2018-06-06,2850073
2018-06-07,2752944
2018-06-08,2723375
2018-06-09,2711111
2018-06-10,2752972
2018-06-11,2757401
2018-06-12,2736318
2018-06-13,2724385
2018-06-14,2716593
2018-06-15,2727813
2018-06-16,2764924
2018-06-17,2835575
2018-06-18,2847527
2018-06-19,2831168
2018-06-20,2821460
2018-06-21,2796103
2018-06-22,2784224
2018-06-23,2777097
2018-06-24,2754539
2018-06-25,2747294
2018-06-26,2735056
2018-06-27,2740735
2018-06-28,2753896
2018-06-29,2816338
2018-06-30,2889286
2018-07-01,2962097
2018-07-02,2987573
2018-07-03,2977253
2018-07-04,2949216
2018-07-05,2940282
2018-07-06,2980167
2018-07-07,3106821
2018-07-08,3152918
2018-07-09,3210612
2018-07-10,3318513
2018-07-11,3346152
2018-07-12,3350317
2018-07-13,3425220
2018-07-14,3437367
2018-07-15,3437819
2018-07-16,3428384
2018-07-17,3443850
2018-07-18,3510665
2018-07-19,3485004
2018-07-20,3549820
2018-07-21,3594139
2018-07-22,3584233
2018-07-23,3544341
2018-07-24,3524835
2018-07-25,3518437
2018-07-26,3474652
2018-07-27,3438157
2018-07-28,3454732
2018-07-29,3489087
2018-07-30,3466473
2018-07-31,3478775
2018-08-01,3534022
2018-08-02,3592736
2018-08-03,3622683
2018-08-04,3652381
2018-08-05,3653359
2018-08-06,3677221
2018-08-07,3644689
2018-08-08,3632754
2018-08-09,3624107
2018-08-10,3565956
2018-08-11,3545279
2018-08-12,3519805
2018-08-14,3425237
2018-08-16,3268275
2018-08-17,3127755
2018-08-18,3134072
2018-08-19,3141312
2018-08-20,3185916
2018-08-21,3181835
2018-08-22,3177706
2018-08-23,3198829
2018-08-24,3230692
2018-08-25,3240188
2018-08-26,3238477
2018-08-27,3257950
2018-08-28,3282204
2018-08-29,3272637
2018-08-30,3280986
2018-08-31,3310294
2018-09-01,3340667
2018-09-02,3366280
2018-09-03,3375298
2018-09-04,3352095
2018-09-05,3313523
2018-09-06,3279770
2018-09-07,3214244
2018-09-08,3173090
2018-09-09,3156719
2018-09-10,3122520
2018-09-11,3064250
2018-09-12,3007961
2018-09-13,2995640
2018-09-14,3041514
2018-09-15,3124552
2018-09-16,3128227
2018-09-17,3137114
2018-09-18,3161415
2018-09-19,3178928
2018-09-20,3183656
2018-09-21,3243660
2018-09-22,3263773
2018-09-23,3379204
2018-09-24,3455148
2018-09-25,3537121
2018-09-26,3584469
2018-09-27,3553550
2018-09-28,3599571
2018-09-29,3624766
2018-09-30,3606270
2018-10-01,3571702
2018-10-02,3553529
2018-10-03,3532001
2018-10-04,3515319
2018-10-05,3497020
2018-10-06,3476789
2018-10-07,3447429
2018-10-08,3432138
2018-10-09,3413447
2018-10-10,3391284
2018-10-11,3373305
2018-10-12,3380613
2018-10-13,3374978
2018-10-14,3383484
2018-10-15,3360893
2018-10-16,3339727
2018-10-17,3303554
2018-10-18,3271021
2018-10-19,3252402
2018-10-20,3236039
2018-10-21,3225800
2018-10-22,3212403
2018-10-23,3188753
2018-10-24,3171519
2018-10-25,3158349
2018-10-26,3147823
2018-10-27,3134162
2018-10-28,3123576
2018-10-29,3112243
2018-10-30,3109950
2018-10-31,3215493
2018-11-01,3357886
2018-11-03,3610974
2018-11-04,3772988
2018-11-05,3930837
2018-11-06,4032014
2018-11-07,4120603
2018-11-08,4173396
2018-11-09,4196475
2018-11-10,4222198
